Order_Date,Order_DateN,Date,Year,Quarter,Quarter_Name,Month,Month_Name,Month_Name_Short,Week_Number,Weekday,Weekday_Name,Weekday_Name_Short
4/27/2011,2011-04-27,2011-04-27,2011.0,2,Q2,4,April,Apr,17,3,Wednesday,Wed
10-Jun-11 12:00:00 AM,2011-06-10,2011-06-10,2011.0,2,Q2,6,June,Jun,23,5,Friday,Fri
8/24/2013,2013-08-24,2013-08-24,2013.0,3,Q3,8,August,Aug,34,6,Saturday,Sat
9/21/2013,2013-09-21,2013-09-21,2013.0,3,Q3,9,September,Sep,38,6,Saturday,Sat
12/17/2014,2014-12-17,2014-12-17,2014.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
9/19/2011,2011-09-19,2011-09-19,2011.0,3,Q3,9,September,Sep,38,1,Monday,Mon
07-Apr-14 12:00:00 AM,2014-04-07,2014-04-07,2014.0,2,Q2,4,April,Apr,15,1,Monday,Mon
5/21/2011,2011-05-21,2011-05-21,2011.0,2,Q2,5,May,May,20,6,Saturday,Sat
06-Mar-14 12:00:00 AM,2014-03-06,2014-03-06,2014.0,1,Q1,3,March,Mar,10,4,Thursday,Thu
09-Dec-14 12:00:00 AM,2014-12-09,2014-12-09,2014.0,4,Q4,12,December,Dec,50,2,Tuesday,Tue
4/17/2014,2014-04-17,2014-04-17,2014.0,2,Q2,4,April,Apr,16,4,Thursday,Thu
11/21/2012,2012-11-21,2012-11-21,2012.0,4,Q4,11,November,Nov,47,3,Wednesday,Wed
03-Jun-14 12:00:00 AM,2014-06-03,2014-06-03,2014.0,2,Q2,6,June,Jun,23,2,Tuesday,Tue
7/23/2012,2012-07-23,2012-07-23,2012.0,3,Q3,7,July,Jul,30,1,Monday,Mon
11-Jul-14 12:00:00 AM,2014-07-11,2014-07-11,2014.0,3,Q3,7,July,Jul,28,5,Friday,Fri
11/22/2014,2014-11-22,2014-11-22,2014.0,4,Q4,11,November,Nov,47,6,Saturday,Sat
06-Nov-11 12:00:00 AM,2011-11-06,2011-11-06,2011.0,4,Q4,11,November,Nov,44,7,Sunday,Sun
9/14/2012,2012-09-14,2012-09-14,2012.0,3,Q3,9,September,Sep,37,5,Friday,Fri
11/25/2011,2011-11-25,2011-11-25,2011.0,4,Q4,11,November,Nov,47,5,Friday,Fri
08-Oct-12 12:00:00 AM,2012-10-08,2012-10-08,2012.0,4,Q4,10,October,Oct,41,1,Monday,Mon
3/20/2013,2013-03-20,2013-03-20,2013.0,1,Q1,3,March,Mar,12,3,Wednesday,Wed
12/30/2013,2013-12-30,2013-12-30,2013.0,4,Q4,12,December,Dec,1,1,Monday,Mon
10-Apr-12 12:00:00 AM,2012-04-10,2012-04-10,2012.0,2,Q2,4,April,Apr,15,2,Tuesday,Tue
08-Jun-12 12:00:00 AM,2012-06-08,2012-06-08,2012.0,2,Q2,6,June,Jun,23,5,Friday,Fri
10-Feb-12 12:00:00 AM,2012-02-10,2012-02-10,2012.0,1,Q1,2,February,Feb,6,5,Friday,Fri
3/26/2014,2014-03-26,2014-03-26,2014.0,1,Q1,3,March,Mar,13,3,Wednesday,Wed
11/21/2014,2014-11-21,2014-11-21,2014.0,4,Q4,11,November,Nov,47,5,Friday,Fri
11/30/2011,2011-11-30,2011-11-30,2011.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
11-Mar-11 12:00:00 AM,2011-03-11,2011-03-11,2011.0,1,Q1,3,March,Mar,10,5,Friday,Fri
11/23/2012,2012-11-23,2012-11-23,2012.0,4,Q4,11,November,Nov,47,5,Friday,Fri
12-Jun-12 12:00:00 AM,2012-06-12,2012-06-12,2012.0,2,Q2,6,June,Jun,24,2,Tuesday,Tue
12-Mar-13 12:00:00 AM,2013-03-12,2013-03-12,2013.0,1,Q1,3,March,Mar,11,2,Tuesday,Tue
12/20/2012,2012-12-20,2012-12-20,2012.0,4,Q4,12,December,Dec,51,4,Thursday,Thu
9/13/2012,2012-09-13,2012-09-13,2012.0,3,Q3,9,September,Sep,37,4,Thursday,Thu
11-Apr-13 12:00:00 AM,2013-04-11,2013-04-11,2013.0,2,Q2,4,April,Apr,15,4,Thursday,Thu
11/16/2013,2013-11-16,2013-11-16,2013.0,4,Q4,11,November,Nov,46,6,Saturday,Sat
04-Aug-13 12:00:00 AM,2013-08-04,2013-08-04,2013.0,3,Q3,8,August,Aug,31,7,Sunday,Sun
5/23/2012,2012-05-23,2012-05-23,2012.0,2,Q2,5,May,May,21,3,Wednesday,Wed
11/18/2014,2014-11-18,2014-11-18,2014.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
4/14/2014,2014-04-14,2014-04-14,2014.0,2,Q2,4,April,Apr,16,1,Monday,Mon
8/29/2014,2014-08-29,2014-08-29,2014.0,3,Q3,8,August,Aug,35,5,Friday,Fri
5/16/2014,2014-05-16,2014-05-16,2014.0,2,Q2,5,May,May,20,5,Friday,Fri
12/13/2012,2012-12-13,2012-12-13,2012.0,4,Q4,12,December,Dec,50,4,Thursday,Thu
3/31/2011,2011-03-31,2011-03-31,2011.0,1,Q1,3,March,Mar,13,4,Thursday,Thu
02-Apr-12 12:00:00 AM,2012-04-02,2012-04-02,2012.0,2,Q2,4,April,Apr,14,1,Monday,Mon
5/29/2013,2013-05-29,2013-05-29,2013.0,2,Q2,5,May,May,22,3,Wednesday,Wed
8/29/2012,2012-08-29,2012-08-29,2012.0,3,Q3,8,August,Aug,35,3,Wednesday,Wed
6/15/2011,2011-06-15,2011-06-15,2011.0,2,Q2,6,June,Jun,24,3,Wednesday,Wed
8/28/2014,2014-08-28,2014-08-28,2014.0,3,Q3,8,August,Aug,35,4,Thursday,Thu
10/27/2011,2011-10-27,2011-10-27,2011.0,4,Q4,10,October,Oct,43,4,Thursday,Thu
3/19/2014,2014-03-19,2014-03-19,2014.0,1,Q1,3,March,Mar,12,3,Wednesday,Wed
09-Nov-14 12:00:00 AM,2014-11-09,2014-11-09,2014.0,4,Q4,11,November,Nov,45,7,Sunday,Sun
8/28/2012,2012-08-28,2012-08-28,2012.0,3,Q3,8,August,Aug,35,2,Tuesday,Tue
8/16/2014,2014-08-16,2014-08-16,2014.0,3,Q3,8,August,Aug,33,6,Saturday,Sat
08-Jan-13 12:00:00 AM,2013-01-08,2013-01-08,2013.0,1,Q1,1,January,Jan,2,2,Tuesday,Tue
06-Oct-13 12:00:00 AM,2013-10-06,2013-10-06,2013.0,4,Q4,10,October,Oct,40,7,Sunday,Sun
12/24/2014,2014-12-24,2014-12-24,2014.0,4,Q4,12,December,Dec,52,3,Wednesday,Wed
12/15/2012,2012-12-15,2012-12-15,2012.0,4,Q4,12,December,Dec,50,6,Saturday,Sat
2/23/2012,2012-02-23,2012-02-23,2012.0,1,Q1,2,February,Feb,8,4,Thursday,Thu
10-Nov-14 12:00:00 AM,2014-11-10,2014-11-10,2014.0,4,Q4,11,November,Nov,46,1,Monday,Mon
4/21/2014,2014-04-21,2014-04-21,2014.0,2,Q2,4,April,Apr,17,1,Monday,Mon
06-Dec-13 12:00:00 AM,2013-12-06,2013-12-06,2013.0,4,Q4,12,December,Dec,49,5,Friday,Fri
9/17/2013,2013-09-17,2013-09-17,2013.0,3,Q3,9,September,Sep,38,2,Tuesday,Tue
9/19/2014,2014-09-19,2014-09-19,2014.0,3,Q3,9,September,Sep,38,5,Friday,Fri
11/26/2014,2014-11-26,2014-11-26,2014.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
09-Jan-14 12:00:00 AM,2014-01-09,2014-01-09,2014.0,1,Q1,1,January,Jan,2,4,Thursday,Thu
6/20/2014,2014-06-20,2014-06-20,2014.0,2,Q2,6,June,Jun,25,5,Friday,Fri
10/23/2014,2014-10-23,2014-10-23,2014.0,4,Q4,10,October,Oct,43,4,Thursday,Thu
8/16/2011,2011-08-16,2011-08-16,2011.0,3,Q3,8,August,Aug,33,2,Tuesday,Tue
09-Dec-14 12:00:00 AM,2014-12-09,2014-12-09,2014.0,4,Q4,12,December,Dec,50,2,Tuesday,Tue
8/24/2012,2012-08-24,2012-08-24,2012.0,3,Q3,8,August,Aug,34,5,Friday,Fri
1/14/2014,2014-01-14,2014-01-14,2014.0,1,Q1,1,January,Jan,3,2,Tuesday,Tue
11/13/2014,2014-11-13,2014-11-13,2014.0,4,Q4,11,November,Nov,46,4,Thursday,Thu
6/13/2013,2013-06-13,2013-06-13,2013.0,2,Q2,6,June,Jun,24,4,Thursday,Thu
12/24/2012,2012-12-24,2012-12-24,2012.0,4,Q4,12,December,Dec,52,1,Monday,Mon
9/22/2014,2014-09-22,2014-09-22,2014.0,3,Q3,9,September,Sep,39,1,Monday,Mon
01-Aug-11 12:00:00 AM,2011-08-01,2011-08-01,2011.0,3,Q3,8,August,Aug,31,1,Monday,Mon
10-Mar-13 12:00:00 AM,2013-03-10,2013-03-10,2013.0,1,Q1,3,March,Mar,10,7,Sunday,Sun
7/30/2013,2013-07-30,2013-07-30,2013.0,3,Q3,7,July,Jul,31,2,Tuesday,Tue
7/31/2012,2012-07-31,2012-07-31,2012.0,3,Q3,7,July,Jul,31,2,Tuesday,Tue
4/30/2014,2014-04-30,2014-04-30,2014.0,2,Q2,4,April,Apr,18,3,Wednesday,Wed
9/28/2011,2011-09-28,2011-09-28,2011.0,3,Q3,9,September,Sep,39,3,Wednesday,Wed
6/24/2014,2014-06-24,2014-06-24,2014.0,2,Q2,6,June,Jun,26,2,Tuesday,Tue
04-Jun-11 12:00:00 AM,2011-06-04,2011-06-04,2011.0,2,Q2,6,June,Jun,22,6,Saturday,Sat
08-Jul-14 12:00:00 AM,2014-07-08,2014-07-08,2014.0,3,Q3,7,July,Jul,28,2,Tuesday,Tue
11/19/2013,2013-11-19,2013-11-19,2013.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
2/14/2014,2014-02-14,2014-02-14,2014.0,1,Q1,2,February,Feb,7,5,Friday,Fri
11/29/2014,2014-11-29,2014-11-29,2014.0,4,Q4,11,November,Nov,48,6,Saturday,Sat
8/17/2012,2012-08-17,2012-08-17,2012.0,3,Q3,8,August,Aug,33,5,Friday,Fri
8/31/2012,2012-08-31,2012-08-31,2012.0,3,Q3,8,August,Aug,35,5,Friday,Fri
08-Jul-12 12:00:00 AM,2012-07-08,2012-07-08,2012.0,3,Q3,7,July,Jul,27,7,Sunday,Sun
1/27/2014,2014-01-27,2014-01-27,2014.0,1,Q1,1,January,Jan,5,1,Monday,Mon
09-Aug-11 12:00:00 AM,2011-08-09,2011-08-09,2011.0,3,Q3,8,August,Aug,32,2,Tuesday,Tue
08-Sep-12 12:00:00 AM,2012-09-08,2012-09-08,2012.0,3,Q3,9,September,Sep,36,6,Saturday,Sat
2/21/2013,2013-02-21,2013-02-21,2013.0,1,Q1,2,February,Feb,8,4,Thursday,Thu
7/18/2012,2012-07-18,2012-07-18,2012.0,3,Q3,7,July,Jul,29,3,Wednesday,Wed
11/19/2011,2011-11-19,2011-11-19,2011.0,4,Q4,11,November,Nov,46,6,Saturday,Sat
04-Sep-14 12:00:00 AM,2014-09-04,2014-09-04,2014.0,3,Q3,9,September,Sep,36,4,Thursday,Thu
6/18/2012,2012-06-18,2012-06-18,2012.0,2,Q2,6,June,Jun,25,1,Monday,Mon
12/31/2013,2013-12-31,2013-12-31,2013.0,4,Q4,12,December,Dec,1,2,Tuesday,Tue
6/30/2014,2014-06-30,2014-06-30,2014.0,2,Q2,6,June,Jun,27,1,Monday,Mon
1/16/2012,2012-01-16,2012-01-16,2012.0,1,Q1,1,January,Jan,3,1,Monday,Mon
06-Dec-12 12:00:00 AM,2012-12-06,2012-12-06,2012.0,4,Q4,12,December,Dec,49,4,Thursday,Thu
3/17/2014,2014-03-17,2014-03-17,2014.0,1,Q1,3,March,Mar,12,1,Monday,Mon
11/13/2012,2012-11-13,2012-11-13,2012.0,4,Q4,11,November,Nov,46,2,Tuesday,Tue
11/27/2013,2013-11-27,2013-11-27,2013.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
12-Jun-12 12:00:00 AM,2012-06-12,2012-06-12,2012.0,2,Q2,6,June,Jun,24,2,Tuesday,Tue
5/16/2014,2014-05-16,2014-05-16,2014.0,2,Q2,5,May,May,20,5,Friday,Fri
12/25/2014,2014-12-25,2014-12-25,2014.0,4,Q4,12,December,Dec,52,4,Thursday,Thu
12/22/2014,2014-12-22,2014-12-22,2014.0,4,Q4,12,December,Dec,52,1,Monday,Mon
9/14/2013,2013-09-14,2013-09-14,2013.0,3,Q3,9,September,Sep,37,6,Saturday,Sat
01-Jul-13 12:00:00 AM,2013-07-01,2013-07-01,2013.0,3,Q3,7,July,Jul,27,1,Monday,Mon
6/27/2014,2014-06-27,2014-06-27,2014.0,2,Q2,6,June,Jun,26,5,Friday,Fri
7/13/2012,2012-07-13,2012-07-13,2012.0,3,Q3,7,July,Jul,28,5,Friday,Fri
02-Nov-14 12:00:00 AM,2014-11-02,2014-11-02,2014.0,4,Q4,11,November,Nov,44,7,Sunday,Sun
5/29/2014,2014-05-29,2014-05-29,2014.0,2,Q2,5,May,May,22,4,Thursday,Thu
4/16/2014,2014-04-16,2014-04-16,2014.0,2,Q2,4,April,Apr,16,3,Wednesday,Wed
11/27/2014,2014-11-27,2014-11-27,2014.0,4,Q4,11,November,Nov,48,4,Thursday,Thu
11-Sep-11 12:00:00 AM,2011-09-11,2011-09-11,2011.0,3,Q3,9,September,Sep,36,7,Sunday,Sun
9/18/2014,2014-09-18,2014-09-18,2014.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
2/24/2014,2014-02-24,2014-02-24,2014.0,1,Q1,2,February,Feb,9,1,Monday,Mon
09-Mar-13 12:00:00 AM,2013-03-09,2013-03-09,2013.0,1,Q1,3,March,Mar,10,6,Saturday,Sat
12/23/2013,2013-12-23,2013-12-23,2013.0,4,Q4,12,December,Dec,52,1,Monday,Mon
6/17/2014,2014-06-17,2014-06-17,2014.0,2,Q2,6,June,Jun,25,2,Tuesday,Tue
3/15/2014,2014-03-15,2014-03-15,2014.0,1,Q1,3,March,Mar,11,6,Saturday,Sat
07-Dec-14 12:00:00 AM,2014-12-07,2014-12-07,2014.0,4,Q4,12,December,Dec,49,7,Sunday,Sun
06-Sep-14 12:00:00 AM,2014-09-06,2014-09-06,2014.0,3,Q3,9,September,Sep,36,6,Saturday,Sat
10/15/2014,2014-10-15,2014-10-15,2014.0,4,Q4,10,October,Oct,42,3,Wednesday,Wed
08-Jun-14 12:00:00 AM,2014-06-08,2014-06-08,2014.0,2,Q2,6,June,Jun,23,7,Sunday,Sun
12-Jul-12 12:00:00 AM,2012-07-12,2012-07-12,2012.0,3,Q3,7,July,Jul,28,4,Thursday,Thu
12/25/2012,2012-12-25,2012-12-25,2012.0,4,Q4,12,December,Dec,52,2,Tuesday,Tue
5/16/2013,2013-05-16,2013-05-16,2013.0,2,Q2,5,May,May,20,4,Thursday,Thu
6/17/2013,2013-06-17,2013-06-17,2013.0,2,Q2,6,June,Jun,25,1,Monday,Mon
11-Mar-14 12:00:00 AM,2014-03-11,2014-03-11,2014.0,1,Q1,3,March,Mar,11,2,Tuesday,Tue
5/28/2012,2012-05-28,2012-05-28,2012.0,2,Q2,5,May,May,22,1,Monday,Mon
8/17/2013,2013-08-17,2013-08-17,2013.0,3,Q3,8,August,Aug,33,6,Saturday,Sat
06-Mar-11 12:00:00 AM,2011-03-06,2011-03-06,2011.0,1,Q1,3,March,Mar,9,7,Sunday,Sun
7/14/2011,2011-07-14,2011-07-14,2011.0,3,Q3,7,July,Jul,28,4,Thursday,Thu
9/29/2011,2011-09-29,2011-09-29,2011.0,3,Q3,9,September,Sep,39,4,Thursday,Thu
10/17/2011,2011-10-17,2011-10-17,2011.0,4,Q4,10,October,Oct,42,1,Monday,Mon
11/14/2011,2011-11-14,2011-11-14,2011.0,4,Q4,11,November,Nov,46,1,Monday,Mon
7/14/2014,2014-07-14,2014-07-14,2014.0,3,Q3,7,July,Jul,29,1,Monday,Mon
06-Mar-14 12:00:00 AM,2014-03-06,2014-03-06,2014.0,1,Q1,3,March,Mar,10,4,Thursday,Thu
12/15/2014,2014-12-15,2014-12-15,2014.0,4,Q4,12,December,Dec,51,1,Monday,Mon
6/28/2014,2014-06-28,2014-06-28,2014.0,2,Q2,6,June,Jun,26,6,Saturday,Sat
12/20/2014,2014-12-20,2014-12-20,2014.0,4,Q4,12,December,Dec,51,6,Saturday,Sat
02-Jun-12 12:00:00 AM,2012-06-02,2012-06-02,2012.0,2,Q2,6,June,Jun,22,6,Saturday,Sat
1/21/2011,2011-01-21,2011-01-21,2011.0,1,Q1,1,January,Jan,3,5,Friday,Fri
08-Mar-12 12:00:00 AM,2012-03-08,2012-03-08,2012.0,1,Q1,3,March,Mar,10,4,Thursday,Thu
10/27/2014,2014-10-27,2014-10-27,2014.0,4,Q4,10,October,Oct,44,1,Monday,Mon
2/27/2012,2012-02-27,2012-02-27,2012.0,1,Q1,2,February,Feb,9,1,Monday,Mon
06-Nov-12 12:00:00 AM,2012-11-06,2012-11-06,2012.0,4,Q4,11,November,Nov,45,2,Tuesday,Tue
2/23/2011,2011-02-23,2011-02-23,2011.0,1,Q1,2,February,Feb,8,3,Wednesday,Wed
9/15/2014,2014-09-15,2014-09-15,2014.0,3,Q3,9,September,Sep,38,1,Monday,Mon
7/20/2013,2013-07-20,2013-07-20,2013.0,3,Q3,7,July,Jul,29,6,Saturday,Sat
3/29/2013,2013-03-29,2013-03-29,2013.0,1,Q1,3,March,Mar,13,5,Friday,Fri
10/23/2014,2014-10-23,2014-10-23,2014.0,4,Q4,10,October,Oct,43,4,Thursday,Thu
6/24/2014,2014-06-24,2014-06-24,2014.0,2,Q2,6,June,Jun,26,2,Tuesday,Tue
10/30/2013,2013-10-30,2013-10-30,2013.0,4,Q4,10,October,Oct,44,3,Wednesday,Wed
12/13/2012,2012-12-13,2012-12-13,2012.0,4,Q4,12,December,Dec,50,4,Thursday,Thu
05-Apr-13 12:00:00 AM,2013-04-05,2013-04-05,2013.0,2,Q2,4,April,Apr,14,5,Friday,Fri
05-Aug-14 12:00:00 AM,2014-08-05,2014-08-05,2014.0,3,Q3,8,August,Aug,32,2,Tuesday,Tue
09-Aug-11 12:00:00 AM,2011-08-09,2011-08-09,2011.0,3,Q3,8,August,Aug,32,2,Tuesday,Tue
4/22/2012,2012-04-22,2012-04-22,2012.0,2,Q2,4,April,Apr,16,7,Sunday,Sun
10/30/2013,2013-10-30,2013-10-30,2013.0,4,Q4,10,October,Oct,44,3,Wednesday,Wed
4/16/2011,2011-04-16,2011-04-16,2011.0,2,Q2,4,April,Apr,15,6,Saturday,Sat
10-Dec-12 12:00:00 AM,2012-12-10,2012-12-10,2012.0,4,Q4,12,December,Dec,50,1,Monday,Mon
5/26/2014,2014-05-26,2014-05-26,2014.0,2,Q2,5,May,May,22,1,Monday,Mon
10/31/2014,2014-10-31,2014-10-31,2014.0,4,Q4,10,October,Oct,44,5,Friday,Fri
04-Dec-13 12:00:00 AM,2013-12-04,2013-12-04,2013.0,4,Q4,12,December,Dec,49,3,Wednesday,Wed
11-Nov-13 12:00:00 AM,2013-11-11,2013-11-11,2013.0,4,Q4,11,November,Nov,46,1,Monday,Mon
10/13/2012,2012-10-13,2012-10-13,2012.0,4,Q4,10,October,Oct,41,6,Saturday,Sat
10/13/2012,2012-10-13,2012-10-13,2012.0,4,Q4,10,October,Oct,41,6,Saturday,Sat
1/30/2014,2014-01-30,2014-01-30,2014.0,1,Q1,1,January,Jan,5,4,Thursday,Thu
10-Dec-12 12:00:00 AM,2012-12-10,2012-12-10,2012.0,4,Q4,12,December,Dec,50,1,Monday,Mon
12-Jun-13 12:00:00 AM,2013-06-12,2013-06-12,2013.0,2,Q2,6,June,Jun,24,3,Wednesday,Wed
12-Mar-14 12:00:00 AM,2014-03-12,2014-03-12,2014.0,1,Q1,3,March,Mar,11,3,Wednesday,Wed
9/19/2013,2013-09-19,2013-09-19,2013.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
12/31/2012,2012-12-31,2012-12-31,2012.0,4,Q4,12,December,Dec,1,1,Monday,Mon
12/29/2014,2014-12-29,2014-12-29,2014.0,4,Q4,12,December,Dec,1,1,Monday,Mon
11/15/2013,2013-11-15,2013-11-15,2013.0,4,Q4,11,November,Nov,46,5,Friday,Fri
09-Dec-11 12:00:00 AM,2011-12-09,2011-12-09,2011.0,4,Q4,12,December,Dec,49,5,Friday,Fri
5/15/2014,2014-05-15,2014-05-15,2014.0,2,Q2,5,May,May,20,4,Thursday,Thu
09-Aug-14 12:00:00 AM,2014-08-09,2014-08-09,2014.0,3,Q3,8,August,Aug,32,6,Saturday,Sat
6/17/2013,2013-06-17,2013-06-17,2013.0,2,Q2,6,June,Jun,25,1,Monday,Mon
12-Aug-11 12:00:00 AM,2011-08-12,2011-08-12,2011.0,3,Q3,8,August,Aug,32,5,Friday,Fri
9/19/2014,2014-09-19,2014-09-19,2014.0,3,Q3,9,September,Sep,38,5,Friday,Fri
11/27/2013,2013-11-27,2013-11-27,2013.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
02-Oct-14 12:00:00 AM,2014-10-02,2014-10-02,2014.0,4,Q4,10,October,Oct,40,4,Thursday,Thu
02-Aug-14 12:00:00 AM,2014-08-02,2014-08-02,2014.0,3,Q3,8,August,Aug,31,6,Saturday,Sat
08-May-13 12:00:00 AM,2013-05-08,2013-05-08,2013.0,2,Q2,5,May,May,19,3,Wednesday,Wed
4/15/2014,2014-04-15,2014-04-15,2014.0,2,Q2,4,April,Apr,16,2,Tuesday,Tue
3/21/2011,2011-03-21,2011-03-21,2011.0,1,Q1,3,March,Mar,12,1,Monday,Mon
05-May-14 12:00:00 AM,2014-05-05,2014-05-05,2014.0,2,Q2,5,May,May,19,1,Monday,Mon
11-Apr-13 12:00:00 AM,2013-04-11,2013-04-11,2013.0,2,Q2,4,April,Apr,15,4,Thursday,Thu
06-Oct-14 12:00:00 AM,2014-10-06,2014-10-06,2014.0,4,Q4,10,October,Oct,41,1,Monday,Mon
8/31/2012,2012-08-31,2012-08-31,2012.0,3,Q3,8,August,Aug,35,5,Friday,Fri
6/20/2013,2013-06-20,2013-06-20,2013.0,2,Q2,6,June,Jun,25,4,Thursday,Thu
8/23/2014,2014-08-23,2014-08-23,2014.0,3,Q3,8,August,Aug,34,6,Saturday,Sat
5/28/2012,2012-05-28,2012-05-28,2012.0,2,Q2,5,May,May,22,1,Monday,Mon
5/19/2014,2014-05-19,2014-05-19,2014.0,2,Q2,5,May,May,21,1,Monday,Mon
4/29/2013,2013-04-29,2013-04-29,2013.0,2,Q2,4,April,Apr,18,1,Monday,Mon
12/23/2013,2013-12-23,2013-12-23,2013.0,4,Q4,12,December,Dec,52,1,Monday,Mon
10-Dec-14 12:00:00 AM,2014-12-10,2014-12-10,2014.0,4,Q4,12,December,Dec,50,3,Wednesday,Wed
4/15/2014,2014-04-15,2014-04-15,2014.0,2,Q2,4,April,Apr,16,2,Tuesday,Tue
11/28/2014,2014-11-28,2014-11-28,2014.0,4,Q4,11,November,Nov,48,5,Friday,Fri
05-Nov-12 12:00:00 AM,2012-11-05,2012-11-05,2012.0,4,Q4,11,November,Nov,45,1,Monday,Mon
6/18/2013,2013-06-18,2013-06-18,2013.0,2,Q2,6,June,Jun,25,2,Tuesday,Tue
05-Apr-12 12:00:00 AM,2012-04-05,2012-04-05,2012.0,2,Q2,4,April,Apr,14,4,Thursday,Thu
11-Nov-11 12:00:00 AM,2011-11-11,2011-11-11,2011.0,4,Q4,11,November,Nov,45,5,Friday,Fri
12/24/2014,2014-12-24,2014-12-24,2014.0,4,Q4,12,December,Dec,52,3,Wednesday,Wed
5/15/2014,2014-05-15,2014-05-15,2014.0,2,Q2,5,May,May,20,4,Thursday,Thu
12-Sep-14 12:00:00 AM,2014-09-12,2014-09-12,2014.0,3,Q3,9,September,Sep,37,5,Friday,Fri
12-Jul-11 12:00:00 AM,2011-07-12,2011-07-12,2011.0,3,Q3,7,July,Jul,28,2,Tuesday,Tue
09-Oct-13 12:00:00 AM,2013-10-09,2013-10-09,2013.0,4,Q4,10,October,Oct,41,3,Wednesday,Wed
03-Mar-11 12:00:00 AM,2011-03-03,2011-03-03,2011.0,1,Q1,3,March,Mar,9,4,Thursday,Thu
01-Feb-12 12:00:00 AM,2012-02-01,2012-02-01,2012.0,1,Q1,2,February,Feb,5,3,Wednesday,Wed
10/30/2012,2012-10-30,2012-10-30,2012.0,4,Q4,10,October,Oct,44,2,Tuesday,Tue
11/19/2013,2013-11-19,2013-11-19,2013.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
8/15/2013,2013-08-15,2013-08-15,2013.0,3,Q3,8,August,Aug,33,4,Thursday,Thu
06-Aug-13 12:00:00 AM,2013-08-06,2013-08-06,2013.0,3,Q3,8,August,Aug,32,2,Tuesday,Tue
10-Feb-14 12:00:00 AM,2014-02-10,2014-02-10,2014.0,1,Q1,2,February,Feb,7,1,Monday,Mon
2/27/2014,2014-02-27,2014-02-27,2014.0,1,Q1,2,February,Feb,9,4,Thursday,Thu
10/31/2013,2013-10-31,2013-10-31,2013.0,4,Q4,10,October,Oct,44,4,Thursday,Thu
12/18/2013,2013-12-18,2013-12-18,2013.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
05-Sep-14 12:00:00 AM,2014-09-05,2014-09-05,2014.0,3,Q3,9,September,Sep,36,5,Friday,Fri
07-Apr-14 12:00:00 AM,2014-04-07,2014-04-07,2014.0,2,Q2,4,April,Apr,15,1,Monday,Mon
5/17/2012,2012-05-17,2012-05-17,2012.0,2,Q2,5,May,May,20,4,Thursday,Thu
08-Mar-11 12:00:00 AM,2011-03-08,2011-03-08,2011.0,1,Q1,3,March,Mar,10,2,Tuesday,Tue
7/29/2013,2013-07-29,2013-07-29,2013.0,3,Q3,7,July,Jul,31,1,Monday,Mon
2/14/2013,2013-02-14,2013-02-14,2013.0,1,Q1,2,February,Feb,7,4,Thursday,Thu
5/23/2012,2012-05-23,2012-05-23,2012.0,2,Q2,5,May,May,21,3,Wednesday,Wed
08-Apr-14 12:00:00 AM,2014-04-08,2014-04-08,2014.0,2,Q2,4,April,Apr,15,2,Tuesday,Tue
11/13/2013,2013-11-13,2013-11-13,2013.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
02-Dec-14 12:00:00 AM,2014-12-02,2014-12-02,2014.0,4,Q4,12,December,Dec,49,2,Tuesday,Tue
11-Nov-14 12:00:00 AM,2014-11-11,2014-11-11,2014.0,4,Q4,11,November,Nov,46,2,Tuesday,Tue
3/30/2013,2013-03-30,2013-03-30,2013.0,1,Q1,3,March,Mar,13,6,Saturday,Sat
8/24/2013,2013-08-24,2013-08-24,2013.0,3,Q3,8,August,Aug,34,6,Saturday,Sat
11-Feb-14 12:00:00 AM,2014-02-11,2014-02-11,2014.0,1,Q1,2,February,Feb,7,2,Tuesday,Tue
8/19/2013,2013-08-19,2013-08-19,2013.0,3,Q3,8,August,Aug,34,1,Monday,Mon
5/29/2014,2014-05-29,2014-05-29,2014.0,2,Q2,5,May,May,22,4,Thursday,Thu
8/22/2012,2012-08-22,2012-08-22,2012.0,3,Q3,8,August,Aug,34,3,Wednesday,Wed
07-May-14 12:00:00 AM,2014-05-07,2014-05-07,2014.0,2,Q2,5,May,May,19,3,Wednesday,Wed
3/14/2012,2012-03-14,2012-03-14,2012.0,1,Q1,3,March,Mar,11,3,Wednesday,Wed
10-Feb-14 12:00:00 AM,2014-02-10,2014-02-10,2014.0,1,Q1,2,February,Feb,7,1,Monday,Mon
9/16/2014,2014-09-16,2014-09-16,2014.0,3,Q3,9,September,Sep,38,2,Tuesday,Tue
08-Jul-14 12:00:00 AM,2014-07-08,2014-07-08,2014.0,3,Q3,7,July,Jul,28,2,Tuesday,Tue
